# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00031003 -1.70000 10.03342 0.0900000036 1.0816895926    0.090 -3.194  3.4813  5.463    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.98e-17      0.00 7.485e-01 2.512e-01 6.177e-05 1.667e-05 1.511e-04 -1.000 3.435e-04 12.754 17.879 16.062 14.117 12.571 12.076 11.975
0.00031003 -1.70000 10.03342 0.0985282212 1.1586931862    0.099 -2.903  3.5236  5.381    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-16      0.00 7.467e-01 2.529e-01 6.177e-05 1.667e-05 1.511e-04 -1.000 3.436e-04 12.028 16.824 14.558 12.809 11.820 11.447 11.340
0.00031003 -1.70000 10.03342 0.1000000015 1.1711064122    0.100 -2.856  3.5305  5.368    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.15e-16      0.00 7.464e-01 2.532e-01 6.177e-05 1.667e-05 1.511e-04 -1.000 3.435e-04 11.909 16.609 14.324 12.615 11.698 11.339 11.234
0.00031003 -1.70000 10.03342 0.1059972420 1.2193360358    0.106 -2.763  3.5404  5.340    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-16      0.00 7.456e-01 2.541e-01 6.177e-05 1.667e-05 1.511e-04 -1.000 3.436e-04 11.677 16.211 13.933 12.282 11.461 11.123 11.019
0.00031003 -1.70000 10.03342 0.1200000048 1.3193154741    0.120 -2.565  3.5615  5.280    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.26e-16      0.00 7.437e-01 2.559e-01 6.177e-05 1.667e-05 1.511e-04 -1.000 3.435e-04 11.183 15.309 13.124 11.604 10.956 10.659 10.560
0.00031003 -1.70000 10.03342 0.1400000006 1.4384526719    0.140 -2.383  3.5765  5.225    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.4e-16      0.00 7.418e-01 2.578e-01 6.177e-05 1.667e-05 1.511e-04 -1.000 3.435e-04 10.727 14.534 12.463 11.048 10.494 10.222 10.129
0.00031003 -1.70000 10.03342 0.1599999964 1.5372931554    0.160 -2.241  3.5863  5.180    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.64e-16      0.00 7.405e-01 2.591e-01 6.177e-05 1.667e-05 1.511e-04 -1.000 3.435e-04 10.371 13.964 11.980 10.641 10.134 9.877 9.788
0.00031003 -1.70000 10.03342 0.2000000179 1.6938791367    0.200 -2.020  3.5990  5.107    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -7.5e-16      0.00 7.395e-01 2.602e-01 6.177e-05 1.667e-05 1.511e-04 -1.000 3.436e-04 9.820 13.146 11.275 10.035 9.577 9.340 9.257
0.00031003 -1.70000 10.03342 0.2500000000 1.8403257998    0.250 -1.817  3.6101  5.045    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.15e-15      0.00 7.395e-01 2.602e-01 6.176e-05 1.667e-05 1.511e-04 -1.000 3.435e-04 9.312 12.423 10.642 9.486 9.062 8.842 8.765
0.00031003 -1.70000 10.03342 0.3000000417 1.9529140366    0.300 -1.661  3.6189  5.004    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-15      0.00 7.396e-01 2.600e-01 6.175e-05 1.667e-05 1.511e-04 -1.000 3.435e-04 8.922 11.874 10.160 9.067 8.668 8.461 8.388
