# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00077741 -1.30000 10.03342 0.0900000036 1.0816895926    0.090 -3.202  3.4632  5.399    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.26e-17      0.00 7.474e-01 2.518e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 12.775 17.969 16.542 14.653 12.768 12.144 12.025
0.00077741 -1.30000 10.03342 0.1000000089 1.1711064744    0.100 -2.935  3.5013  5.330    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.99e-17      0.00 7.460e-01 2.532e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 12.107 17.115 15.068 13.280 11.992 11.528 11.413
0.00077741 -1.30000 10.03342 0.1200000048 1.3193154741    0.120 -2.651  3.5335  5.253    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-16      0.00 7.438e-01 2.554e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 11.396 15.986 13.773 12.130 11.223 10.856 10.747
0.00077741 -1.30000 10.03342 0.1400000006 1.4384526719    0.140 -2.469  3.5494  5.203    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-16      0.00 7.422e-01 2.570e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 10.943 15.258 13.070 11.510 10.748 10.419 10.315
0.00077741 -1.30000 10.03342 0.1599999964 1.5372931554    0.160 -2.329  3.5597  5.162    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.86e-16      0.00 7.410e-01 2.582e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 10.593 14.715 12.570 11.067 10.387 10.079 9.979
0.00077741 -1.30000 10.03342 0.2000000179 1.6938791367    0.200 -2.109  3.5736  5.094    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -6.2e-16      0.00 7.397e-01 2.595e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 10.043 13.895 11.832 10.411 9.825 9.543 9.448
0.00077741 -1.30000 10.03342 0.2500000000 1.8403257998    0.250 -1.904  3.5848  5.031    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.57e-16      0.00 7.394e-01 2.598e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 9.531 13.169 11.181 9.832 9.305 9.042 8.952
0.00077741 -1.30000 10.03342 0.3000000417 1.9529140366    0.300 -1.747  3.5932  4.987    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.04e-16      0.00 7.396e-01 2.596e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 9.138 12.617 10.689 9.397 8.907 8.657 8.571
0.00077741 -1.30000 10.03342 0.3383071125 2.0238260492    0.338 -1.648  3.5989  4.963    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.6e-15      0.00 7.439e-01 2.552e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 8.890 12.271 10.378 9.124 8.655 8.414 8.331
0.00077741 -1.30000 10.03342 0.3499999940 2.0434174644    0.350 -1.620  3.6005  4.956    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-15      0.00 7.451e-01 2.541e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 8.820 12.173 10.290 9.047 8.583 8.345 8.263
0.00077741 -1.30000 10.03342 0.4000000358 2.1185024810    0.400 -1.473  3.6115  4.911    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-15      0.00 7.494e-01 2.498e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.183e-04 8.453 11.623 9.805 8.636 8.208 7.988 7.911
0.00077741 -1.30000 10.03342 0.4500000477 2.1822809714    0.450 -1.298  3.6293  4.858    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.51e-15      0.00 7.494e-01 2.497e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 8.015 10.911 9.187 8.137 7.763 7.569 7.501
0.00077741 -1.30000 10.03342 0.5000000000 2.2374541529    0.500 -1.098  3.6567  4.814    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.55e-15      0.00 7.494e-01 2.497e-01 1.471e-04 3.970e-05 3.601e-04 -1.000 8.184e-04 7.516 10.003 8.432 7.555 7.257 7.105 7.050
