# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00034781 -1.65000 10.00860 0.0900000036 1.0816895926    0.090 -3.192  3.4796  5.455    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.05e-17      0.00 7.485e-01 2.511e-01 6.854e-05 1.849e-05 1.677e-04 -1.000 3.811e-04 12.750 17.883 16.103 14.163 12.584 12.076 11.974
0.00034781 -1.65000 10.00860 0.0947040915 1.1252804191    0.095 -3.034  3.5024  5.410    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.45e-17      0.00 7.477e-01 2.519e-01 6.854e-05 1.849e-05 1.677e-04 -1.000 3.812e-04 12.355 17.374 15.259 13.412 12.169 11.737 11.630
0.00034781 -1.65000 10.00860 0.1000000015 1.1711064122    0.100 -2.866  3.5268  5.363    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-16      0.00 7.467e-01 2.529e-01 6.854e-05 1.849e-05 1.677e-04 -1.000 3.812e-04 11.934 16.680 14.412 12.688 11.731 11.362 11.256
0.00034781 -1.65000 10.00860 0.1200000048 1.3193154741    0.120 -2.577  3.5578  5.277    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.21e-16      0.00 7.442e-01 2.554e-01 6.854e-05 1.849e-05 1.677e-04 -1.000 3.812e-04 11.211 15.406 13.206 11.666 10.989 10.684 10.584
0.00034781 -1.65000 10.00860 0.1400000006 1.4384526719    0.140 -2.395  3.5729  5.222    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.31e-16      0.00 7.425e-01 2.571e-01 6.854e-05 1.849e-05 1.677e-04 -1.000 3.812e-04 10.757 14.635 12.541 11.102 10.528 10.249 10.154
0.00034781 -1.65000 10.00860 0.1599999964 1.5372931554    0.160 -2.253  3.5829  5.179    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.51e-16      0.00 7.412e-01 2.584e-01 6.854e-05 1.849e-05 1.677e-04 -1.000 3.812e-04 10.403 14.073 12.058 10.692 10.169 9.906 9.816
0.00034781 -1.65000 10.00860 0.2000000179 1.6938791367    0.200 -2.033  3.5958  5.107    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.28e-16      0.00 7.401e-01 2.595e-01 6.854e-05 1.849e-05 1.677e-04 -1.000 3.811e-04 9.853 13.250 11.349 10.084 9.613 9.370 9.285
0.00034781 -1.65000 10.00860 0.2500000000 1.8403257998    0.250 -1.829  3.6068  5.044    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-15      0.00 7.400e-01 2.596e-01 6.853e-05 1.849e-05 1.677e-04 -1.000 3.811e-04 9.342 12.524 10.713 9.530 9.096 8.870 8.791
0.00034781 -1.65000 10.00860 0.3000000417 1.9529140366    0.300 -1.673  3.6156  5.002    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-15      0.00 7.402e-01 2.594e-01 6.852e-05 1.849e-05 1.677e-04 -1.000 3.812e-04 8.952 11.974 10.229 9.109 8.701 8.488 8.413
0.00034781 -1.65000 10.00860 0.3433915377 2.0324515131    0.343 -1.562  3.6223  4.977    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-15      0.00 7.402e-01 2.594e-01 6.850e-05 1.849e-05 1.677e-04 -1.000 3.812e-04 8.674 11.581 9.882 8.809 8.419 8.216 8.146
