# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00069308 -1.35000 10.07918 0.0900000036 1.0816895926    0.090 -3.196  3.4663  5.406    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.29e-17      0.00 7.474e-01 2.519e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.356e-04 12.760 17.943 16.445 14.549 12.724 12.123 12.007
0.00069308 -1.35000 10.07918 0.0979158282 1.1534569344    0.098 -2.978  3.4974  5.349    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.94e-17      0.00 7.461e-01 2.532e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.356e-04 12.216 17.260 15.249 13.436 12.099 11.626 11.511
0.00069308 -1.35000 10.07918 0.1000000015 1.1711064122    0.100 -2.924  3.5051  5.335    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-16      0.00 7.458e-01 2.535e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.355e-04 12.080 17.054 14.963 13.181 11.948 11.501 11.387
0.00069308 -1.35000 10.07918 0.1200000048 1.3193154741    0.120 -2.639  3.5370  5.257    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.96e-16      0.00 7.433e-01 2.560e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.356e-04 11.368 15.907 13.686 12.056 11.186 10.829 10.722
0.00069308 -1.35000 10.07918 0.1327954680 1.3982396007    0.133 -2.520  3.5474  5.223    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.55e-16      0.00 7.421e-01 2.572e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.356e-04 11.070 15.427 13.226 11.651 10.874 10.542 10.437
0.00069308 -1.35000 10.07918 0.1400000006 1.4384526719    0.140 -2.458  3.5528  5.205    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-16      0.00 7.415e-01 2.578e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.356e-04 10.914 15.172 12.989 11.444 10.713 10.392 10.289
0.00069308 -1.35000 10.07918 0.1599999964 1.5372931554    0.160 -2.317  3.5631  5.163    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.97e-16      0.00 7.401e-01 2.591e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.355e-04 10.561 14.621 12.489 11.003 10.350 10.050 9.951
0.00069308 -1.35000 10.07918 0.2000000179 1.6938791367    0.200 -2.095  3.5768  5.093    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.87e-16      0.00 7.388e-01 2.604e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.356e-04 10.008 13.800 11.754 10.352 9.786 9.510 9.417
0.00069308 -1.35000 10.07918 0.2500000000 1.8403257998    0.250 -1.891  3.5879  5.031    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-16      0.00 7.387e-01 2.606e-01 1.323e-04 3.568e-05 3.236e-04 -1.000 7.356e-04 9.497 13.070 11.106 9.779 9.268 9.011 8.922
0.00069308 -1.35000 10.07918 0.3000000417 1.9529140366    0.300 -1.735  3.5964  4.988    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.72e-17      0.00 7.389e-01 2.603e-01 1.322e-04 3.569e-05 3.236e-04 -1.000 7.356e-04 9.107 12.523 10.618 9.350 8.873 8.629 8.545
