# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00123 -1.10000 10.03342 0.0900000036 1.0816895926    0.090 -3.225  3.4506  5.372    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.15e-17      0.00 7.461e-01 2.526e-01 2.335e-04 6.300e-05 5.714e-04 -1.000 1.299e-03 12.833 18.067 16.941 15.113 12.962 12.234 12.088
0.00123 -1.10000 10.03342 0.1000000089 1.1711064744    0.100 -2.978  3.4857  5.311    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.26e-17      0.00 7.449e-01 2.538e-01 2.335e-04 6.300e-05 5.714e-04 -1.000 1.299e-03 12.215 17.319 15.509 13.728 12.187 11.638 11.508
0.00123 -1.10000 10.03342 0.1140386760 1.2787077804    0.114 -2.774  3.5095  5.259    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-16      0.00 7.435e-01 2.552e-01 2.335e-04 6.300e-05 5.714e-04 -1.000 1.299e-03 11.706 16.588 14.507 12.800 11.603 11.150 11.028
0.00123 -1.10000 10.03342 0.1200000048 1.3193154741    0.120 -2.695  3.5187  5.239    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.76e-16      0.00 7.429e-01 2.558e-01 2.335e-04 6.300e-05 5.714e-04 -1.000 1.299e-03 11.508 16.270 14.135 12.462 11.383 10.961 10.843
0.00123 -1.10000 10.03342 0.1400000006 1.4384526719    0.140 -2.512  3.5357  5.191    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.62e-16      0.00 7.414e-01 2.573e-01 2.335e-04 6.300e-05 5.714e-04 -1.000 1.299e-03 11.051 15.555 13.388 11.791 10.890 10.518 10.406
0.00123 -1.10000 10.03342 0.1599999964 1.5372931554    0.160 -2.372  3.5465  5.153    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.54e-16      0.00 7.403e-01 2.584e-01 2.335e-04 6.300e-05 5.714e-04 -1.000 1.299e-03 10.701 15.024 12.870 11.324 10.522 10.177 10.070
0.00123 -1.10000 10.03342 0.2000000179 1.6938791367    0.200 -2.153  3.5609  5.087    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.66e-16      0.00 7.389e-01 2.598e-01 2.335e-04 6.300e-05 5.714e-04 -1.000 1.299e-03 10.151 14.220 12.112 10.637 9.952 9.641 9.539
0.00123 -1.10000 10.03342 0.2500000000 1.8403257998    0.250 -1.947  3.5723  5.025    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.25e-16      0.00 7.385e-01 2.602e-01 2.335e-04 6.300e-05 5.714e-04 -1.000 1.299e-03 9.639 13.501 11.450 10.033 9.428 9.140 9.043
0.00123 -1.10000 10.03342 0.3000000417 1.9529140366    0.300 -1.789  3.5809  4.979    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.21e-16      0.00 7.386e-01 2.601e-01 2.335e-04 6.301e-05 5.714e-04 -1.000 1.299e-03 9.242 12.957 10.949 9.580 9.023 8.751 8.658
0.00123 -1.10000 10.03342 0.3030535877 1.9589890328    0.303 -1.780  3.5814  4.977    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.54e-16      0.00 7.392e-01 2.595e-01 2.335e-04 6.301e-05 5.714e-04 -1.000 1.299e-03 9.221 12.928 10.922 9.556 9.002 8.730 8.638
