# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00087196 -1.25000 10.08636 0.0900000036 1.0816895926    0.090 -3.206  3.4604  5.392    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.26e-17      0.00 7.469e-01 2.522e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 12.784 17.990 16.630 14.750 12.808 12.162 12.040
0.00087196 -1.25000 10.08636 0.0954845771 1.1322407073    0.095 -3.059  3.4814  5.354    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.47e-17      0.00 7.461e-01 2.530e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 12.417 17.561 15.801 13.961 12.366 11.818 11.699
0.00087196 -1.25000 10.08636 0.1000000015 1.1711064122    0.100 -2.944  3.4977  5.325    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.83e-17      0.00 7.454e-01 2.537e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 12.131 17.167 15.167 13.376 12.034 11.553 11.436
0.00087196 -1.25000 10.08636 0.1068220735 1.2256915811    0.107 -2.842  3.5095  5.298    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-16      0.00 7.445e-01 2.546e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 11.874 16.793 14.678 12.932 11.750 11.310 11.195
0.00087196 -1.25000 10.08636 0.1199999973 1.3193154249    0.120 -2.660  3.5301  5.250    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.88e-16      0.00 7.430e-01 2.561e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 11.421 16.057 13.852 12.199 11.257 10.880 10.769
0.00087196 -1.25000 10.08636 0.1400000006 1.4384526719    0.140 -2.478  3.5463  5.199    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-16      0.00 7.412e-01 2.579e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 10.966 15.329 13.141 11.570 10.779 10.441 10.335
0.00087196 -1.25000 10.08636 0.1599999964 1.5372931554    0.160 -2.338  3.5566  5.158    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.8e-16      0.00 7.399e-01 2.592e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 10.615 14.789 12.637 11.121 10.415 10.099 9.997
0.00087196 -1.25000 10.08636 0.2000000179 1.6938791367    0.200 -2.116  3.5706  5.089    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.76e-16      0.00 7.385e-01 2.606e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 10.061 13.967 11.890 10.453 9.848 9.560 9.463
0.00087196 -1.25000 10.08636 0.2500000000 1.8403257998    0.250 -1.912  3.5817  5.027    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.3e-17      0.00 7.383e-01 2.608e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 9.550 13.248 11.240 9.870 9.327 9.059 8.967
0.00087196 -1.25000 10.08636 0.3000000417 1.9529140366    0.300 -1.756  3.5902  4.983    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.07e-18      0.00 7.386e-01 2.605e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 9.159 12.697 10.748 9.434 8.931 8.676 8.589
0.00087196 -1.25000 10.08636 0.3499999940 2.0434174644    0.350 -1.628  3.5974  4.952    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-15      0.00 7.462e-01 2.529e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 8.840 12.253 10.348 9.082 8.607 8.364 8.280
0.00087196 -1.25000 10.08636 0.3519499302 2.0466018292    0.352 -1.622  3.5979  4.950    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-15      0.00 7.463e-01 2.528e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 8.825 12.230 10.327 9.065 8.591 8.349 8.265
0.00087196 -1.25000 10.08636 0.4000000060 2.1185024399    0.400 -1.479  3.6086  4.905    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.33e-15      0.00 7.492e-01 2.499e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 8.467 11.695 9.855 8.663 8.226 8.000 7.922
0.00087196 -1.25000 10.08636 0.4301164150 2.1580761015    0.430 -1.369  3.6197  4.871    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -3e-15      0.00 7.492e-01 2.499e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 8.193 11.251 9.468 8.349 7.946 7.737 7.664
0.00087196 -1.25000 10.08636 0.4500000179 2.1822809362    0.450 -1.301  3.6266  4.850    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.52e-15      0.00 7.492e-01 2.499e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 8.023 10.977 9.228 8.155 7.773 7.575 7.505
0.00087196 -1.25000 10.08636 0.5000000000 2.2374541529    0.500 -1.097  3.6550  4.806    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.62e-15      0.00 7.492e-01 2.499e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 7.513 10.045 8.448 7.558 7.255 7.100 7.044
0.00087196 -1.25000 10.08636 0.5500000715 2.2836583126    0.550 -0.874  3.6849  4.744    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -9.6e-15      0.00 7.842e-01 2.151e-01 1.410e-04 3.806e-05 3.454e-04 -1.000 7.445e-04 6.956 8.989 7.641 6.930 6.697 6.585 6.544
0.00087196 -1.25000 10.08636 0.6000000238 2.3211213258    0.600 -0.665  3.7139  4.688    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.59e-14      0.00 7.938e-01 2.054e-01 1.355e-04 3.661e-05 3.324e-04 -1.000 7.717e-04 6.432 8.025 6.943 6.367 6.184 6.107 6.083
0.00087196 -1.25000 10.08636 0.6092771292 2.3272991291    0.609 -0.624  3.7199  4.678    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-14      0.00 7.958e-01 2.034e-01 1.344e-04 3.631e-05 3.297e-04 -1.000 7.855e-04 6.331 7.845 6.814 6.261 6.088 6.019 5.998
0.00087196 -1.25000 10.08636 0.6217722297 2.3352857209    0.621 -0.570  3.7278  4.665    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-14      0.00 7.985e-01 2.007e-01 1.329e-04 3.590e-05 3.260e-04 -1.000 7.921e-04 6.195 7.611 6.643 6.121 5.960 5.900 5.883
0.00087196 -1.25000 10.08636 0.6338864565 2.3426841728    0.634 -0.517  3.7354  4.650    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -5.96e-15      0.00 8.013e-01 1.980e-01 1.313e-04 3.549e-05 3.223e-04 -1.000 7.209e-04 6.062 7.393 6.481 5.986 5.837 5.784 5.771
0.00087196 -1.25000 10.08636 0.6451674700 2.3492872321    0.645 -0.467  3.7424  4.636    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -8.7e-16      0.00 8.040e-01 1.953e-01 1.298e-04 3.509e-05 3.187e-04 -1.000 7.209e-04 5.938 7.195 6.331 5.862 5.722 5.677 5.667
0.00087196 -1.25000 10.08636 0.6499999762 2.3520353107    0.650 -0.446  3.7453  4.629    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -2.7e-14      0.00 8.051e-01 1.941e-01 1.292e-04 3.492e-05 3.171e-04 -1.000 7.209e-04 5.884 7.111 6.267 5.809 5.674 5.632 5.623
0.00087196 -1.25000 10.08636 0.6614445448 2.3583596499    0.661 -0.394  3.7516  4.611    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-14      0.00 8.086e-01 1.907e-01 1.273e-04 3.441e-05 3.126e-04 -1.000 7.209e-04 5.756 6.919 6.118 5.683 5.558 5.523 5.517
0.00087196 -1.25000 10.08636 0.6735236049 2.3647672257    0.673 -0.339  3.7581  4.590    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.54e-14      0.00 8.124e-01 1.869e-01 1.251e-04 3.385e-05 3.076e-04 -1.000 7.145e-04 5.619 6.720 5.959 5.550 5.435 5.407 5.404
0.00087196 -1.25000 10.08636 0.6846203208 2.3704251160    0.684 -0.288  3.7639  4.569    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-14      0.00 8.160e-01 1.833e-01 1.231e-04 3.331e-05 3.028e-04 -1.000 6.938e-04 5.490 6.541 5.814 5.426 5.320 5.298 5.297
0.00087196 -1.25000 10.08636 0.6952008009 2.3756268001    0.695 -0.237  3.7692  4.546    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-15      0.00 8.197e-01 1.796e-01 1.211e-04 3.277e-05 2.979e-04 -1.000 6.824e-04 5.364 6.371 5.673 5.304 5.207 5.190 5.191
0.00087196 -1.25000 10.08636 0.6999999881 2.3779266974    0.700 -0.214  3.7716  4.535    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.94e-14      0.00 8.215e-01 1.779e-01 1.201e-04 3.251e-05 2.956e-04 -1.000 6.662e-04 5.305 6.294 5.608 5.248 5.155 5.140 5.142
0.00087196 -1.25000 10.08636 0.7034084201 2.3795382082    0.703 -0.197  3.7732  4.527    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.17e-14      0.00 8.230e-01 1.763e-01 1.192e-04 3.228e-05 2.936e-04 -1.000 6.494e-04 5.263 6.240 5.562 5.208 5.117 5.104 5.107
0.00087196 -1.25000 10.08636 0.7142162323 2.3845313919    0.714 -0.142  3.7782  4.498    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-14      0.00 8.281e-01 1.713e-01 1.160e-04 3.153e-05 2.869e-04 -1.000 6.209e-04 5.125 6.063 5.411 5.076 4.992 4.985 4.990
0.00087196 -1.25000 10.08636 0.7244393826 2.3890971243    0.724 -0.087  3.7827  4.468    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.02e-14      0.00 8.331e-01 1.663e-01 1.129e-04 3.077e-05 2.802e-04 -1.000 6.209e-04 4.988 5.896 5.263 4.944 4.867 4.864 4.870
0.00087196 -1.25000 10.08636 0.7333666682 2.3929646154    0.733 -0.037  3.7865  4.438    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.11e-14      0.00 8.376e-01 1.617e-01 1.101e-04 3.008e-05 2.741e-04 -1.000 6.274e-04 4.862 5.747 5.127 4.822 4.751 4.751 4.759
0.00087196 -1.25000 10.08636 0.7417895794 2.3965156213    0.741  0.013  3.7899  4.406    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -4.18e-15      0.00 8.421e-01 1.573e-01 1.073e-04 2.940e-05 2.681e-04 -1.000 6.241e-04 4.736 5.601 4.993 4.700 4.635 4.639 4.648
0.00087196 -1.25000 10.08636 0.7496715784 2.3997556059    0.749  0.063  3.7929  4.373    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -8.48e-14      0.00 8.464e-01 1.530e-01 1.047e-04 2.874e-05 2.622e-04 -1.000 6.209e-04 4.612 5.460 4.861 4.579 4.519 4.525 4.535
0.00087196 -1.25000 10.08636 0.7500000000 2.3998889087    0.749  0.065  3.7930  4.372    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-13      0.00 8.466e-01 1.528e-01 1.046e-04 2.872e-05 2.620e-04 -1.000 6.209e-04 4.607 5.454 4.855 4.574 4.514 4.520 4.530
0.00087196 -1.25000 10.08636 0.7572067380 2.4027806038    0.757  0.113  3.7955  4.337    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-13      0.00 8.497e-01 1.496e-01 1.030e-04 2.831e-05 2.584e-04 -1.000 6.210e-04 4.486 5.320 4.728 4.456 4.400 4.409 4.420
0.00087196 -1.25000 10.08636 0.7650452256 2.4058547641    0.764  0.169  3.7979  4.296    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -1.5e-13      0.00 8.528e-01 1.466e-01 1.016e-04 2.793e-05 2.551e-04 -1.000 6.033e-04 4.347 5.167 4.582 4.320 4.268 4.279 4.290
0.00087196 -1.25000 10.08636 0.7720512748 2.4085417828    0.771  0.222  3.7996  4.254    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.77e-13      0.00 8.549e-01 1.445e-01 1.007e-04 2.771e-05 2.532e-04 -1.000 5.831e-04 4.215 5.024 4.444 4.189 4.140 4.152 4.164
0.00087196 -1.25000 10.08636 0.7781909108 2.4108508204    0.777  0.272  3.8007  4.211    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -2.08e-13      0.00 8.552e-01 1.442e-01 1.008e-04 2.773e-05 2.534e-04 -1.000 5.974e-04 4.090 4.893 4.316 4.065 4.018 4.031 4.044
0.00087196 -1.25000 10.08636 0.7800521851 2.4115425699    0.779  0.288  3.8009  4.198    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-13      0.00 8.552e-01 1.442e-01 1.009e-04 2.775e-05 2.536e-04 -1.000 6.016e-04 4.051 4.853 4.275 4.025 3.979 3.993 4.005
0.00087196 -1.25000 10.08636 0.7816575766 2.4121361776    0.781  0.303  3.8008  4.183    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-13      0.00 8.551e-01 1.443e-01 1.009e-04 2.777e-05 2.538e-04 -1.000 6.047e-04 4.013 4.815 4.237 3.987 3.941 3.955 3.967
0.00087196 -1.25000 10.08636 0.7878453135 2.4143981443    0.787  0.363  3.7996  4.121    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -6.21e-14      0.00 8.550e-01 1.444e-01 1.012e-04 2.786e-05 2.546e-04 -1.000 6.207e-04 3.862 4.668 4.087 3.834 3.786 3.799 3.811
0.00087196 -1.25000 10.08636 0.7924957871 2.4160714440    0.791  0.414  3.7970  4.062    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -6.94e-15      0.00 8.549e-01 1.444e-01 1.014e-04 2.792e-05 2.552e-04 -1.000 6.357e-04 3.735 4.552 3.964 3.705 3.653 3.663 3.674
0.00087196 -1.25000 10.08636 0.7932840586 2.4163528388    0.792  0.423  3.7964  4.051    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -5.21e-15      0.00 8.549e-01 1.445e-01 1.015e-04 2.793e-05 2.553e-04 -1.000 6.381e-04 3.712 4.531 3.942 3.681 3.628 3.638 3.648
0.00087196 -1.25000 10.08636 0.7947821021 2.4168858371    0.793  0.443  3.7946  4.025    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-14      0.00 8.547e-01 1.446e-01 1.017e-04 2.799e-05 2.558e-04 -1.000 6.351e-04 3.664 4.492 3.898 3.631 3.576 3.584 3.594
0.00087196 -1.25000 10.08636 0.7977476716 2.4179341896    0.796  0.485  3.7891  3.963    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-13      0.00 8.545e-01 1.448e-01 1.019e-04 2.805e-05 2.564e-04 -1.000 6.379e-04 3.558 4.413 3.805 3.520 3.457 3.460 3.468
0.00087196 -1.25000 10.08636 0.7999202013 2.4186965257    0.798  0.520  3.7823  3.901    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -4.92e-13      0.00 8.506e-01 1.488e-01 1.047e-04 2.882e-05 2.634e-04 -1.000 5.652e-04 3.470 4.361 3.733 3.426 3.352 3.348 3.353
0.00087196 -1.25000 10.08636 0.8000000119 2.4187244405    0.799  0.522  3.7819  3.898    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -5.21e-13      0.00 8.495e-01 1.499e-01 1.054e-04 2.901e-05 2.651e-04 -1.000 5.680e-04 3.466 4.359 3.730 3.422 3.348 3.343 3.349
0.00087196 -1.25000 10.08636 0.8015056849 2.4192498698    0.800  0.549  3.7752  3.845    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -5.89e-13      0.00 8.282e-01 1.711e-01 1.185e-04 3.257e-05 2.974e-04 -1.000 6.234e-04 3.398 4.333 3.680 3.349 3.265 3.253 3.256
0.00087196 -1.25000 10.08636 0.8029938340 2.4197669580    0.801  0.577  3.7661  3.781    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -6.77e-13      0.00 8.020e-01 1.972e-01 1.327e-04 3.639e-05 3.316e-04 -1.000 7.703e-04 3.327 4.324 3.635 3.273 3.174 3.154 3.153
0.00087196 -1.25000 10.08636 0.8040517569 2.4201332168    0.802  0.601  3.7578  3.724    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -7.64e-13      0.00 7.865e-01 2.127e-01 1.404e-04 3.844e-05 3.499e-04 -1.000 8.009e-04 3.267 4.325 3.599 3.208 3.097 3.068 3.064
0.00087196 -1.25000 10.08636 0.8050170541 2.4204664424    0.803  0.633  3.7501  3.662    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.82e-13      0.00 7.768e-01 2.224e-01 1.453e-04 3.974e-05 3.614e-04 -1.000 8.108e-04 3.187 4.305 3.544 3.127 3.004 2.967 2.959
0.00087196 -1.25000 10.08636 0.8057671189 2.4207247348    0.804  0.669  3.7446  3.605    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-12      0.00 7.715e-01 2.277e-01 1.479e-04 4.044e-05 3.677e-04 -1.000 8.213e-04 3.098 4.262 3.475 3.039 2.907 2.864 2.854
0.00087196 -1.25000 10.08636 0.8064866066 2.4209719786    0.805  0.712  3.7401  3.544    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-12      0.00 7.676e-01 2.315e-01 1.498e-04 4.094e-05 3.722e-04 -1.000 8.814e-04 2.991 4.190 3.383 2.932 2.793 2.745 2.734
0.00087196 -1.25000 10.08636 0.8066000938 2.4210109309    0.805  0.720  3.7395  3.534    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-12      0.00 7.671e-01 2.320e-01 1.500e-04 4.100e-05 3.727e-04 -1.000 8.850e-04 2.971 4.175 3.365 2.912 2.773 2.724 2.712
